concessionaria_ped;praca_de_pedagio;rodovia_ped;uf_ped;km_m_ped;municipio_ped;sentido_ped;situacao_ped;latitude_ped;longitude_ped;concessionaria_rad;tipo_de_radar;rodovia_rad;uf_rad;km_m_rad;municipio;tipo_pista;sentido_rad;situacao_rad;latitude_rad;longitude_rad;velocidade_leve;velocidade_pesado;UF_rod;extencao_km_federal
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;675,5;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;-18,959252;-54,828029;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;480,6;Campo Grande;Principal;Crescente;Ativo;-20,47334;-54,559409;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;475,6;Campo Grande;Principal;Decrescente;Ativo;-20,514983;-54,56333;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;466,8;Campo Grande;Principal;Crescente;Ativo;-20,580802;-54,579087;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;397;Nova Alvorada do Sul;Principal;Decrescente;Ativo;-21,193144;-54,465419;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;363,5;Nova Alvorada do Sul;Principal;Crescente;Ativo;-21,476968;-54,387384;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;270,7;Dourados;Principal;Decrescente;Ativo;-22,192938;-54,689831;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;269,4;Dourados;Principal;Crescente;Ativo;-22,198842;-54,697236;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;260,2;Dourados;Principal;Crescente;Ativo;-22,243012;-54,77046;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;75,7;Itaquiraí;Principal;Decrescente;Ativo;-23,492776;-54,18549;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;27,3;Mundo Novo;Principal;Decrescente;Ativo;-23,871613;-54,325601;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;26,6;Mundo Novo;Principal;Crescente;Ativo;-23,87683;-54,321937;100;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;300,37;Mauá da Serra;Principal;Crescente;Ativo;-23,93727;-51,141906;60;60;;
;;;;;;;;;;PRVIAS;Redutor;BR-376;PR;470,7;Ponta Grossa;Principal;Crescente;Ativo;-25,039924;-50,280386;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;490,9;Ponta Grossa;Principal;Crescente;Ativo;-25,107126;-50,192251;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;485,35;Ponta Grossa;Principal;Crescente;Ativo;-25,107126;-50,192251;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;492,5;Ponta Grossa;Principal;Crescente;Ativo;-25,119836;-50,185244;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;486,99;Ponta Grossa;Principal;Crescente;Ativo;-25,119836;-50,185244;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;493,5;Ponta Grossa;Principal;Decrescente;Ativo;-25,126274;-50,178534;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;488,05;Ponta Grossa;Principal;Decrescente;Ativo;-25,126274;-50,178534;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;307,4;Mauá da Serra;Principal;Crescente;Ativo;-23,949816;-51,119343;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;304,83;Mauá da Serra;Principal;Crescente;Ativo;-23,949816;-51,119343;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;307,8;Mauá da Serra;Principal;Decrescente;Ativo;-23,949896;-51,116491;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;305,26;Mauá da Serra;Principal;Decrescente;Ativo;-23,949896;-51,116491;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;314;Ortigueira;Principal;Crescente;Ativo;-23,983248;-51,084485;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;311,32;Ortigueira;Principal;Crescente;Ativo;-23,983248;-51,084485;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;326,4;Ortigueira;Principal;Crescente/Decrescente;Ativo;-24,064531;-51,062468;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;323,32;Ortigueira;Principal;Crescente;Ativo;-24,064531;-51,062468;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;488,5;Ponta Grossa;Principal;Crescente;Ativo;-25,08708;-50,194109;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;482,9;Ponta Grossa;Principal;Crescente;Ativo;-25,08708;-50,194109;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;497,65;Ponta Grossa;Principal;Crescente;Ativo;-25,148585;-50,147651;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-376;PR;492,11;Ponta Grossa;Principal;Crescente;Ativo;-25,148585;-50,147651;80;80;;
;;;;;;;;;;PRVIAS;Controlador;BR-373;PR;181,8;Ponta Grossa;Principal;Crescente;Ativo;-25,042953;-50,264038;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-373;PR;181,63;Ponta Grossa;Principal;Crescente;Ativo;-25,042953;-50,264038;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-373;PR;182,8;Ponta Grossa;Principal;Decrescente;Ativo;-25,04224;-50,266573;60;60;;
;;;;;;;;;;PRVIAS;Controlador;BR-373;PR;181,9;Ponta Grossa;Principal;Decrescente;Ativo;-25,04224;-50,266573;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;230,821;Piraí;Principal;Decrescente;Ativo;-22,668398;-43,827811;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;197,376;Arujá;Principal;Decrescente;Ativo;-23,397994;-46,296136;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;68,421;Aparecida;Principal;Crescente;Ativo;-22,835632;-45,220051;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;65,44;Guaratinguetá;Principal;Decrescente;Ativo;-22,821801;-45,196731;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;305,54;Resende;Principal;Decrescente;Ativo;-22,455395;-44,391704;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;92,14;Pindamonhangaba;Principal;Decrescente;Ativo;-22,952545;-45,405246;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;69,39;Aparecida;Principal;Decrescente;Ativo;-22,843232;-45,224667;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;60,34;Guaratinguetá;Principal;Crescente;Ativo;-22,792345;-45,163017;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;54;Lorena;Principal;Decrescente;Ativo;-22,757284;-45,114169;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;38,52;Cachoeira Paulista;Principal;Decrescente;Ativo;-22,67204;-44,995861;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;28,12;Cruzeiro;Principal;Decrescente;Ativo;-22,624377;-44,912786;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;27,63;Silveiras;Principal;Crescente;Ativo;-22,62192;-44,90943;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;22,31;Lavrinhas;Principal;Decrescente;Ativo;-22,585081;-44,879807;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-101;SP;50,5;Ubatuba;Principal;Decrescente;Ativo;-23,452695;-45,074811;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-101;SP;48,63;Ubatuba;Principal;Crescente;Ativo;-23,440116;-45,087368;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-101;SP;46,6;Ubatuba;Principal;Decrescente;Ativo;-23,425878;-45,077354;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-101;SP;46,6;Ubatuba;Principal;Crescente;Ativo;-23,425878;-45,077354;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-101;SP;35,33;Ubatuba;Principal;Crescente;Ativo;-23,392756;-45,009061;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;305,95;Resende;Principal;Crescente;Ativo;-22,455725;-44,395567;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;317,93;Itatiaia;Principal;Decrescente;Ativo;-22,467917;-44,51036;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;332,88;Itatiaia;Principal;Crescente;Ativo;-22,497182;-44,642786;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;336,085;Resende;Principal;Decrescente;Ativo;-22,501349;-44,667637;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;276,59;Barra Mansa;Principal;Decrescente;Ativo;-22,562395;-44,170901;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;270,7;Barra Mansa;Principal;Crescente;Ativo;-22,563596;-44,122209;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;261,62;Volta Redonda;Principal;Decrescente;Ativo;-22,585945;-44,055646;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;242,87;Piraí;Principal;Decrescente;Ativo;-22,630104;-43,910386;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;234,1;Piraí;Principal;Crescente;Ativo;-22,665734;-43,847786;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;233,1;Piraí;Principal;Decrescente;Ativo;-22,665871;-43,839376;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;231,22;Piraí;Principal;Crescente;Ativo;-22,652689;-43,832079;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;228,67;Piraí;Principal;Decrescente;Ativo;-22,679667;-43,838867;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;228,05;Piraí;Principal;Decrescente;Ativo;-22,680299;-43,836068;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-116;RJ;226,54;Piraí;Principal;Decrescente;Ativo;-22,682601;-43,827541;40;40;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;577;Paraty;Principal;Decrescente;Ativo;-23,230872;-44,719659;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;532,1;Angra dos Reis;Principal;Decrescente;Ativo;-23,017784;-44,530233;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;508;Angra dos Reis;Principal;Crescente;Ativo;-22,941211;-44,421564;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;505,5;Angra dos Reis;Principal;Decrescente;Ativo;-22,936705;-44,399357;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;485,8;Angra dos Reis;Principal;Decrescente;Ativo;-22,979751;-44,295796;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;485,1;Angra dos Reis;Principal;Crescente;Ativo;-22,985655;-44,297128;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;484,5;Angra dos Reis;Principal;Decrescente;Ativo;-22,987772;-44,302403;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;483,8;Angra dos Reis;Principal;Decrescente;Ativo;-22,993467;-44,304171;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;482,3;Angra dos Reis;Principal;Crescente;Ativo;-23,002651;-44,297922;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;473,8;Angra dos Reis;Principal;Decrescente;Ativo;-22,993366;-44,247773;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;472,3;Angra dos Reis;Principal;Decrescente;Ativo;-22,987513;-44,234874;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;470,3;Angra dos Reis;Principal;Decrescente;Ativo;-23,002553;-44,228513;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;432,96;Mangaratiba;Principal;Decrescente;Ativo;-22,938545;-44,034254;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;419,6;Mangaratiba;Principal;Decrescente;Ativo;-22,919123;-43,924176;60;60;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;415;Mangaratiba;Principal;Crescente;Ativo;-22,906058;-43,888453;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;415;Mangaratiba;Principal;Decrescente;Ativo;-22,906058;-43,888453;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;412;Itaguaí;Principal;Crescente;Ativo;-22,898754;-43,861492;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;412;Itaguaí;Principal;Decrescente;Ativo;-22,898754;-43,861492;50;50;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;407;Itaguaí;Principal;Decrescente;Ativo;-22,877999;-43,818911;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;404;Itaguaí;Principal;Crescente;Ativo;-22,862461;-43,795039;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;383,6;Rio de Janeiro;Principal;Decrescente;Ativo;-22,879347;-43,621664;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-101;RJ;382,4;Rio de Janeiro;Principal;Crescente;Ativo;-22,874774;-43,610946;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;228,79;São Paulo;Principal;Crescente;Ativo;-23,510284;-46,573941;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;225,88;Guarulhos;Principal;Decrescente;Ativo;-23,493594;-46,552641;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;-23,483972;-46,538453;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;-23,484045;-46,538374;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Decrescente;Ativo;-23,48409;-46,538325;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;219,57;Guarulhos;Principal;Decrescente;Ativo;-23,465246;-46,49964;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;217,67;Guarulhos;Principal;Crescente;Ativo;-23,458908;-46,48336;90;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;202,39;Arujá;Principal;Crescente;Ativo;-23,409483;-46,342533;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;192,14;Santa Isabel;Principal;Decrescente;Ativo;-23,376876;-46,249147;80;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;176,35;Guararema;Principal;Crescente;Ativo;-23,321825;-46,111816;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;163,31;Jacareí;Principal;Crescente;Ativo;-23,287129;-45,993317;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;163,31;Jacareí;Principal;Decrescente;Ativo;-23,287202;-45,993254;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;148,7;São José dos Campos;Principal;Decrescente;Ativo;-23,203685;-45,882728;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;143,43;São José dos Campos;Principal;Crescente;Ativo;-23,179129;-45,839602;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;130,41;Caçapava;Principal;Crescente;Ativo;-23,122603;-45,727277;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;130,41;Caçapava;Principal;Decrescente;Ativo;-23,122675;-45,727244;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;116,24;Taubaté;Principal;Crescente;Ativo;-23,054711;-45,611173;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;108,26;Taubaté;Principal;Crescente;Ativo;-23,024871;-45,540116;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;106,04;Taubaté;Principal;Decrescente;Ativo;-23,013327;-45,523768;100;80;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;101,95;Pindamonhangaba;Principal;Crescente;Ativo;-22,994664;-45,489411;110;90;;
;;;;;;;;;;RIOSP;Controlador;BR-116;SP;94,24;Pindamonhangaba;Principal;Crescente;Ativo;-22,961476;-45,423261;110;90;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;103,45;Sapucaia;Principal;Crescente;Ativo;-21,879046;-42,679691;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;104,32;Sapucaia;Principal;Decrescente;Ativo;-21,880719;-42,684383;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;143,8;Sapucaia;Principal;Decrescente;Ativo;-22,046359;-43,000731;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;157,38;Três Rios;Principal;Crescente;Ativo;-22,101572;-43,094385;40;40;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;175,52;Três Rios;Principal;Crescente;Ativo;-22,124125;-43,23013;40;40;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;236,38;Vassouras;Principal;Decrescente;Ativo;-22,417588;-43,681278;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;236,84;Vassouras;Principal;Decrescente;Ativo;-22,420001;-43,684734;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;238,75;Vassouras;Principal;Crescente;Ativo;-22,430588;-43,700519;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;243,38;Vassouras;Principal;Decrescente;Ativo;-22,431002;-43,74014;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;274,1;Barra do Piraí;Principal;Decrescente;Ativo;-22,474864;-43,995843;60;60;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;232,33;Vassouras;Principal;Decrescente;Ativo;-22,392345;-43,652073;40;40;;
;;;;;;;;;;RODOVIA DO AÇO;Controlador;BR-393;RJ;232,25;Vassouras;Principal;Crescente;Ativo;-22,392608;-43,652209;40;40;;
;;;;;;;;;;TRANSBRASILIANA;Controlador;BR-153;SP;62;São José do Rio Preto;Principal;Decrescente;Ativo;-20,812398;-49,356655;80;80;;
;;;;;;;;;;TRANSBRASILIANA;Controlador;BR-153;SP;60;São José do Rio Preto;Principal;Crescente;Ativo;-20,797253;-49,355186;80;80;;
;;;;;;;;;;TRANSBRASILIANA;Controlador;BR-153;SP;30;Nova Granada;Principal;Decrescente;Ativo;-20,542967;-49,330419;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;109,701;Curitiba;Principal;Crescente;Ativo;-25,427559;-49,387434;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;Acesso BR-277;PR;3,32;Curitiba;Principal;Decrescente;Ativo;-25,4305;-49,333098;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;111,77;Campo Largo;Principal;Decrescente;Ativo;-25,43363;-49,40677;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;117,78;Campo Largo;Principal;Crescente;Ativo;-25,44314;-49,45994;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;121,47;Campo Largo;Principal;Decrescente;Ativo;-25,445425;-49,496812;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;132,08;Balsa Nova;Principal;Decrescente;Ativo;-25,470446;-49,600163;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;144,98;Curitiba;Principal;Decrescente;Ativo;-25,547679;-49,320949;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;145,02;Curitiba;Principal;Crescente;Ativo;-25,547672;-49,321222;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;152,05;Araucária;Principal;Crescente;Ativo;-25,570453;-49,384883;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;152,075;Araucária;Principal;Decrescente;Ativo;-25,616548;-49,428861;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;133,58;Balsa Nova;Principal;Decrescente;Ativo;-25,46292;-49,58721;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;159,25;Araucária;Principal;Crescente/Decrescente;Ativo;-25,617131;-49,431537;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;159,32;Araucária;Principal;Crescente/Decrescente;Ativo;-25,616867;-49,430203;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;160;Araucária;Principal;Crescente/Decrescente;Ativo;-25,618299;-49,436403;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;160,16;Araucária;Principal;Crescente/Decrescente;Ativo;-25,618586;-49,438396;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-476;PR;195,47;Lapa;Principal;Crescente/Decrescente;Ativo;-25,749979;-49,721871;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;229,83;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;-25,470816;-50,470551;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;249,545;Irati;Principal;Crescente/Decrescente;Ativo;-25,452706;-50,655944;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-373;PR;228,86;Imbituva;Principal;Crescente/Decrescente;Ativo;-25,178723;-50,656786;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-373;PR;268,84;Prudentópolis;Principal;Crescente/Decrescente;Ativo;-25,220236;-51,021521;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;219,55;Teixeira Soares;Principal;Crescente/Decrescente;Ativo;-25,463829;-50,385353;80;80;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;229,52;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;-25,470968;-50,467598;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-277;PR;248,55;Irati;Principal;Crescente/Decrescente;Ativo;-25,453245;-50,647387;60;60;;
;;;;;;;;;;VIA ARAUCÁRIA;Controlador;BR-373;PR;271,6;Prudentópolis;Principal;Crescente/Decrescente;Ativo;-25,238679;-51,038856;80;80;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;915,447;Itaúba;Principal;Crescente;Ativo;-11,176991;-55,310202;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;935,813;Itaúba;Principal;Crescente;Ativo;-11,011351;-55,251918;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;955,43;Nova Santa Helena;Principal;Crescente;Ativo;-10,850435;-55,188227;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;971,004;Terra Nova do Norte;Principal;Decrescente;Ativo;-10,724973;-55,129791;80;80;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1028,562;Peixoto de Azevedo;Principal;Crescente;Ativo;-10,255392;-54,997766;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1033,739;Matupá;Principal;Decrescente;Ativo;-10,21798;-54,968787;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1037,105;Matupá;Principal;Decrescente;Ativo;-10,193424;-54,951762;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1063,666;Guarantã do Norte;Principal;Crescente;Ativo;-9,965051;-54,904962;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1063,71;Guarantã do Norte;Principal;Decrescente;Ativo;-9,96461;-54,905037;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1066,405;Guarantã do Norte;Principal;Crescente;Ativo;-9,938937;-54,903335;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1088,773;Guarantã do Norte;Principal;Crescente;Ativo;-9,761681;-54,896517;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1110,1;Guarantã do Norte;Principal;Crescente;Ativo;-9,601294;-54,889358;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;MT;1113,835;Guarantã do Norte;Principal;Decrescente;Ativo;-9,580576;-54,884539;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;103,7;Altamira;Principal;Crescente;Ativo;-8,730286;-54,978188;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;104,63;Altamira;Principal;Crescente;Ativo;-8,727819;-54,973903;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;157,538;Altamira;Principal;Crescente;Ativo;-8,323412;-55,097691;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;159,877;Altamira;Principal;Decrescente;Ativo;-8,304428;-55,105084;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;257,886;Novo Progresso;Principal;Decrescente;Ativo;-7,470285;-55,291586;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;262,786;Novo Progresso;Principal;Crescente;Ativo;-7,427801;-55,292411;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;310,01;Novo Progresso;Principal;Crescente;Ativo;-7,046954;-55,411937;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;402,975;Itaituba;Principal;Decrescente;Ativo;-6,272195;-55,595871;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;409,211;Itaituba;Principal;Crescente;Ativo;-6,228432;-55,625008;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;432,707;Itaituba;Principal;Crescente;Ativo;-6,057238;-55,669755;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;547,027;Trairão;Principal;Crescente;Ativo;-5,207814;-56,041769;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;577,506;Trairão;Principal;Decrescente;Ativo;-5,000201;-56,180519;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;591,365;Trairão;Principal;Decrescente;Ativo;-4,900009;-56,184737;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;617,3;Trairão;Principal;Crescente;Ativo;-4,735565;-56,049832;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;621,813;Trairão;Principal;Crescente;Ativo;-4,719982;-56,015812;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;635,34;Trairão;Principal;Crescente;Ativo;-4,626418;-55,953822;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;652,053;Itaituba;Principal;Crescente;Ativo;-4,513621;-55,865035;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-163;PA;652,705;Itaituba;Principal;Decrescente;Ativo;-4,5085;-55,864485;60;60;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-230;PA;1110,076;Itaituba;Principal;Crescente;Ativo;-4,393014;-55,89006;40;40;;
